unnamed: 0,incident id,incident date,state,city,address,dead,injured,crimetype,participant gender,participant name,participant age group,year,month,day,weekday,loss
5429,1831974.0,2020-10-23,Pennsylvania,Pittsburgh,200 block of Curtis St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5430,1833405.0,2020-10-23,Texas,Laredo,Green St and Smith St,1.0,2.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,3.0
5431,1843302.0,2020-10-23,California,San Ysidro,Camino De La Plaza,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5432,1833374.0,2020-10-23,Texas,Dallas,3015 E Ledbetter Dr,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5433,1832838.0,2020-10-23,Virginia,Newport News,600 block of Antrim Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5434,1832369.0,2020-10-23,Missouri,Kansas City,Admiral Blvd and Tracy Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5435,1832535.0,2020-10-23,California,Fresno,1950 W Manning Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5436,1833602.0,2020-10-23,Kansas,Independence,3600 Rd and 3900 Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5437,1831965.0,2020-10-23,Tennessee,Knoxville,7900 block of Gleason Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5438,1832848.0,2020-10-23,Kentucky,Louisville,3600 block of W Jefferson St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5439,1832583.0,2020-10-23,Illinois,Chicago,2600 block of S Hamlin Ave,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5440,1832708.0,2020-10-23,Texas,Houston,200 Southwest Fwy,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5441,1833309.0,2020-10-23,Georgia,Brooklet,Stilson Leefield Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5442,1832409.0,2020-10-23,Illinois,Decatur,1400 block of E Hickory St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5443,1834244.0,2020-10-23,Georgia,Danielsville,8000 block of US-29 N,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5444,1833709.0,2020-10-23,Utah,Huntsville,,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5445,1833270.0,2020-10-23,North Carolina,Fairmont,NC-41 and Turkey Branch Rd,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5446,1835084.0,2020-10-23,Georgia,Temple,200 block of Asbury Rd,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5447,1832663.0,2020-10-23,Texas,Houston,1433 Ewing St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5448,1833327.0,2020-10-23,North Carolina,Harrells,US-421 and NC-41,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5449,1833201.0,2020-10-23,Florida,Titusville,Olive Ave and Bridge St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5450,1833198.0,2020-10-23,Florida,Leesburg,28229 Co Rd 33,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5451,1842231.0,2020-10-23,California,Orosi,Ave 408 and Rd 144,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5452,1832742.0,2020-10-23,Oklahoma,Oklahoma City,4001 Cherry Hill Ln,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5453,1833152.0,2020-10-23,California,Loma Linda,I-10,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5454,1832055.0,2020-10-23,Arizona,Tucson,38 W Prince Rd,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5455,1835074.0,2020-10-23,Washington,Bellingham,10 Sunflower Cir,3.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,3.0
5456,1837712.0,2020-10-23,Florida,Fort Lauderdale (Sunrise),4400 block of Nob Hill Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5457,1834543.0,2020-10-23,Texas,Dallas,2700 block of Howland St,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5458,1833075.0,2020-10-23,Maryland,Baltimore,York Rd and Sheridan Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5459,1834795.0,2020-10-23,Florida,Apopka,100 Block of S Lake Pleasant Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5460,1835727.0,2020-10-23,Georgia,Brunswick,2700 block of Stonewall St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5461,1833047.0,2020-10-23,Massachusetts,Brockton,385 Westgate Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5462,1832031.0,2020-10-23,Arizona,Casa Grande,N Pinal Ave and W Cottonwood Ln,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5463,1833172.0,2020-10-23,Florida,Jacksonville,Pullman Ave and W 18th St,2.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,3.0
5464,1832539.0,2020-10-23,California,Shasta Lake,1120 block of Black Canyon Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5465,1831976.0,2020-10-23,West Virginia,Elkview,1600 block of Coco Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5466,1833080.0,2020-10-23,Maryland,Baltimore,1600 block of Cypress St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5467,1831961.0,2020-10-23,Virginia,Richmond,4700 block of Epperson Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5468,1834634.0,2020-10-23,Montana,Ennis,,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5469,1832989.0,2020-10-23,Louisiana,New Orleans,4700 block of Francis Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5470,1834614.0,2020-10-23,North Dakota,Bismarck,5800 block of Burnt Creek Loop,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5471,1833681.0,2020-10-23,Alabama,Beulah,8000 block of US-29 N,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5472,1832906.0,2020-10-23,Pennsylvania,Philadelphia,1700 block of N 31st St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5473,1834347.0,2020-10-23,Mississippi,Meridian,16th Ave and 23rd St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5474,1834263.0,2020-10-23,New York,Syracuse,2000 block of E Fayette St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5475,1833163.0,2020-10-23,California,San Diego,4000 block of Camino De La Plaza,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5476,1833289.0,2020-10-23,California,San Diego,1949 Logan Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,1.0
5477,1832729.0,2020-10-23,Alabama,Bessemer,2500 Rice Creek Ln,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,23,4,2.0
5478,1832871.0,2020-10-22,Michigan,Flint,1600 block of Oklahoma Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5479,1836271.0,2020-10-22,California,San Diego,300 block of 27th St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5480,1831731.0,2020-10-22,Louisiana,Metairie,300 block of N Laurel St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5481,1832576.0,2020-10-22,New York,Bronx,439 E 154th St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5482,1831385.0,2020-10-22,New York,Brooklyn,159 Chauncey St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5483,1833567.0,2020-10-22,Illinois,Rockford,3000 block of Chateau Ln,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5484,1832759.0,2020-10-22,Idaho,Bellevue,120 N Main St,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5485,1832858.0,2020-10-22,Michigan,Pontiac,140 E Huron St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5486,1832062.0,2020-10-22,Indiana,East Chicago,4522 Magoun Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5487,1832693.0,2020-10-22,Ohio,Akron,1200 block of McMillan Cir,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5488,1831246.0,2020-10-22,Colorado,Colorado Springs,730 E Hills Rd,1.0,2.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,3.0
5489,1835323.0,2020-10-22,Ohio,Cleveland,11725 Union Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5490,1831489.0,2020-10-22,California,Barstow,I 15 and Outlet Center Dr,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5491,1832745.0,2020-10-22,Ohio,Cleveland,1575 Merwin Ave,1.0,2.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,3.0
5492,1831831.0,2020-10-22,New Jersey,Colts Neck,2 Sheraton Key,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5493,1832343.0,2020-10-22,West Virginia,Gandeeville,Kettle Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5494,1831885.0,2020-10-22,Alaska,Anchorage,Toakoana Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5495,1832053.0,2020-10-22,Indiana,Fort Wayne,4600 block of Werling Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5496,1832650.0,2020-10-22,California,San Bernardino,279 W Base Line St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5497,1832625.0,2020-10-22,Florida,Saint Augustine,,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5498,1832618.0,2020-10-22,Texas,Silsbee,700 block of E Ave H,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5499,1832014.0,2020-10-22,Florida,Miami,1830 NW 50 St,1.0,3.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,4.0
5500,1832532.0,2020-10-22,California,Willowbrook,2200 block of E 121st St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5501,1832527.0,2020-10-22,California,Norwalk,11900 block of 162nd St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5502,1833372.0,2020-10-22,Texas,Hillsboro,401 Coke St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5503,1832487.0,2020-10-22,Texas,Whitesboro,50 block of Co Rd 126,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5504,1832474.0,2020-10-22,North Carolina,Reidsville,Benson St and Snead St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5505,1832424.0,2020-10-22,Kentucky,West Liberty,,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5506,1832407.0,2020-10-22,South Carolina,Greenville,620 Halton Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5507,1832685.0,2020-10-22,California,Newport Beach,20000 block of Orchid St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5508,1831662.0,2020-10-22,California,Merced,26th St and Hawthorne Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5509,1832869.0,2020-10-22,California,Fallbrook,600 block of S Vine St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5510,1833291.0,2020-10-22,North Carolina,Rocky Mount,Cooley Rd and US-301,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5511,1831499.0,2020-10-22,Tennessee,Nashville,Brick Church Pike and W Trinity Ln,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5512,1831970.0,2020-10-22,Tennessee,Memphis,4174 Cottonwood Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5513,1832049.0,2020-10-22,Indiana,South Bend,3012 Edison Rd,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5514,1837716.0,2020-10-22,Indiana,Wolcott,N Range St and W School St,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5515,1832007.0,2020-10-22,Indiana,Indianapolis,3801 N High School Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5516,1832336.0,2020-10-22,Rhode Island,Providence,Gallup St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5517,1832084.0,2020-10-22,Arizona,Sun Valley,,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5518,1841970.0,2020-10-22,Florida,Hialeah,,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5519,1831981.0,2020-10-22,Indiana,South Bend,3012 Edison Rd,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5520,1831098.0,2020-10-22,Maryland,Baltimore,1400 block of Kenhill Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5521,1831058.0,2020-10-22,Maryland,Baltimore,900 block of Poplar Grove St,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5522,1831504.0,2020-10-22,Illinois,Chicago,10900 block of S Wentworth Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5523,1831513.0,2020-10-22,Illinois,Chicago,7500 block of S Champlain Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5524,1832991.0,2020-10-22,Mississippi,Bay Saint Louis,300 block of Keller St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5525,1832969.0,2020-10-22,Louisiana,Sorrento,Airline Hwy,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5526,1831854.0,2020-10-22,Idaho,Boise,1900 block of N Ancestor Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5527,1832867.0,2020-10-22,California,Bakersfield,5245 Harris Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5528,1831745.0,2020-10-22,Ohio,Columbus,2933 Riverside Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5529,1832563.0,2020-10-22,Florida,Milton,3208 US-90,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,2.0
5530,1832005.0,2020-10-22,Missouri,Saint Louis,Lambdin Ave and Ashland Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5531,1831988.0,2020-10-22,Texas,Houston,1721 Utah St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5532,1831706.0,2020-10-22,Arkansas,Pine Bluff,202 Rhinehart Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5533,1831683.0,2020-10-22,Texas,Fort Worth,5100 block of Anderson St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,22,3,1.0
5534,1831578.0,2020-10-21,California,Stockton,600 block of Searchlight Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5535,1831620.0,2020-10-21,New York,Ithaca,500 block of W State St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5536,1835080.0,2020-10-21,Texas,La Marque,400 block of Hawks View Dr,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5537,1830752.0,2020-10-21,Kentucky,Lexington,509 W Fifth St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5538,1830866.0,2020-10-21,Mississippi,Moss Point,3606 Davis St,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5539,1831772.0,2020-10-21,Ohio,Akron,1400 block of Seward Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5540,1830855.0,2020-10-21,Louisiana,Baldwin,101 Newman St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5541,1830689.0,2020-10-21,Virginia,Chesapeake,2500 block of Gum Tree Ct,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5542,1830882.0,2020-10-21,New York,Brooklyn,761 Herkimer St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5543,1830875.0,2020-10-21,New York,Brooklyn,Nostrand Ave and Hawthorne St,1.0,5.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,6.0
5544,1831388.0,2020-10-21,New York,Bronx,1130 Anderson Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5545,1831353.0,2020-10-21,California,Berkeley,Prince St and Harper St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5546,1837249.0,2020-10-21,Virginia,Appomattox,Forbes Rd and State Park Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5547,1834269.0,2020-10-21,North Carolina,Concord,1800 Flowes Store Rd E,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5548,1830822.0,2020-10-21,Mississippi,Canton,1427 W Peace St,2.0,2.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,4.0
5549,1830915.0,2020-10-21,Wisconsin,Oshkosh,2880 Elo Rd,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5550,1831402.0,2020-10-21,Kansas,Wichita,2999 N Greenwich Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5551,1831282.0,2020-10-21,California,Willowbrook,13500 block of S Avalon Blvd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5552,1831673.0,2020-10-21,Georgia,Quitman,Emerson Rd,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5553,1831103.0,2020-10-21,Massachusetts,Boston,950 Parker St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5554,1830535.0,2020-10-21,North Carolina,Lumberton,1900 block of Berry St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5555,1832891.0,2020-10-21,California,Forbestown,Ponderosa Way,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5556,1830850.0,2020-10-21,Mississippi,Verona,Co Rd 590,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5557,1830395.0,2020-10-21,Florida,Spring Hill,Embassy Ave and Tarrytown Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5558,1830320.0,2020-10-21,Florida,Orlando,3014 S Rio Grande Ave,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5559,1830757.0,2020-10-21,Indiana,Paoli,837 block of College Hill St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5560,1830939.0,2020-10-21,Indiana,Indianapolis,1000 block of E Washington St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5561,1830677.0,2020-10-21,Tennessee,Johnson City,408 East Unaka Ave,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5562,1830382.0,2020-10-21,Missouri,Kansas City,66th Ter and The Paseo,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5563,1830391.0,2020-10-21,Florida,Bradenton,4326 80th St W,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5564,1831887.0,2020-10-21,Alaska,Anchorage,3836 Spenard Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5565,1833019.0,2020-10-21,Louisiana,Coushatta,US-71,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5566,1831101.0,2020-10-21,Florida,Miami,NW 36th St and NW 30th Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5567,1830290.0,2020-10-21,Florida,Fort Pierce,1655 N 29th St,2.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5568,1831106.0,2020-10-21,Florida,Ocala,NE 22nd Terr and NE 77th Loop,1.0,1.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,2.0
5569,1830932.0,2020-10-21,Indiana,Indianapolis,2400 block of Asbury St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5570,1831013.0,2020-10-21,Ohio,Cincinnati,3500 block of Burnet Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5571,1831005.0,2020-10-21,Ohio,Cleveland,7020 Lorain Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5572,1831791.0,2020-10-21,North Dakota,Bismarck,Silver City Ln,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5573,1837412.0,2020-10-21,Louisiana,Monroe,138 Jennifer Ln,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5574,1831264.0,2020-10-21,Louisiana,Lake Charles,Anita Dr and 6th St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5575,1831007.0,2020-10-21,Ohio,Barberton,300 block of Wunderlich Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5576,1831767.0,2020-10-21,Ohio,Cleveland,Grafield Ct and E 111th St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5577,1831748.0,2020-10-21,North Carolina,Charlotte,800 block of Farmhurst Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5578,1830968.0,2020-10-21,Louisiana,Alexandria,3200 block of Peach St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5579,1832916.0,2020-10-21,Pennsylvania,York,400 block of W 18th St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5580,1830949.0,2020-10-21,Louisiana,Marrero,6500 block of Lapalco Blvd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5581,1835489.0,2020-10-21,Pennsylvania,Erie,W 18th and Chestnut St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5582,1831251.0,2020-10-21,Arkansas,Little Rock,12822 Quail Creek Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5583,1833644.0,2020-10-21,Louisiana,Monroe,Thomas Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5584,1831690.0,2020-10-21,Texas,Houston,8040 S Loop E Fwy,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5585,1831679.0,2020-10-21,Texas,Dallas,9702 W Ferris Branch Blvd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5586,1840726.0,2020-10-21,Mississippi,Greenville,200 block of Blaylock Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,21,2,1.0
5587,1829827.0,2020-10-20,Pennsylvania,Philadelphia,2000 block of E Clearfield St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5588,1830035.0,2020-10-20,California,North Highlands,7477 Watt Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5589,1829555.0,2020-10-20,New York,Buffalo,Glenwood Ave and Main St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5590,1830646.0,2020-10-20,Texas,Dallas,2833 Community Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5591,1829405.0,2020-10-20,Kentucky,Louisville,707 Lake Forest Parkway,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5592,1829982.0,2020-10-20,Virginia,Lebanon,1808 E Main St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5593,1830834.0,2020-10-20,Arkansas,Pine Bluff,4101 S Olive St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5594,1829876.0,2020-10-20,Pennsylvania,Harrisburg,2965 Rumson Dr,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5595,1830174.0,2020-10-20,Connecticut,Hartford,1487 Albany Ave,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5596,1829596.0,2020-10-20,Georgia,Atlanta,532 Cleveland Ave SW,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5597,1829579.0,2020-10-20,Georgia,Atlanta,1180 Collier Rd NW,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5598,1829768.0,2020-10-20,Virginia,Cape Charles,Bluebird Rd,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5599,1829729.0,2020-10-20,Wisconsin,Milwaukee,1138 W Hadley St,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
5600,1829709.0,2020-10-20,South Carolina,Columbia,Sandalewood Ct,1.0,0.0,Homicide/Murder/Unintentional/DGU,,,,2020,10,20,1,1.0
